GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US47037015624,47037015624,"Census Tract 156.24, Davidson County, Tennessee",782,34
1400000US47037015625,47037015625,"Census Tract 156.25, Davidson County, Tennessee",869,84
1400000US47037015626,47037015626,"Census Tract 156.26, Davidson County, Tennessee",644,25
1400000US47037015627,47037015627,"Census Tract 156.27, Davidson County, Tennessee",739,268
1400000US47037015628,47037015628,"Census Tract 156.28, Davidson County, Tennessee",733,20
1400000US47037015629,47037015629,"Census Tract 156.29, Davidson County, Tennessee",738,47
1400000US47037015630,47037015630,"Census Tract 156.30, Davidson County, Tennessee",886,205
1400000US47037015631,47037015631,"Census Tract 156.31, Davidson County, Tennessee",1126,291
1400000US47037015700,47037015700,"Census Tract 157, Davidson County, Tennessee",639,68
1400000US47037015802,47037015802,"Census Tract 158.02, Davidson County, Tennessee",610,44
1400000US47037015803,47037015803,"Census Tract 158.03, Davidson County, Tennessee",604,24
1400000US47037015804,47037015804,"Census Tract 158.04, Davidson County, Tennessee",670,18
1400000US47037015900,47037015900,"Census Tract 159, Davidson County, Tennessee",356,72
1400000US47037016000,47037016000,"Census Tract 160, Davidson County, Tennessee",488,91
1400000US47037016100,47037016100,"Census Tract 161, Davidson County, Tennessee",481,39
1400000US47037016200,47037016200,"Census Tract 162, Davidson County, Tennessee",508,67
1400000US47037016300,47037016300,"Census Tract 163, Davidson County, Tennessee",706,63
1400000US47037016400,47037016400,"Census Tract 164, Davidson County, Tennessee",883,45
1400000US47037016500,47037016500,"Census Tract 165, Davidson County, Tennessee",988,105
1400000US47037016600,47037016600,"Census Tract 166, Davidson County, Tennessee",902,145
1400000US47037016700,47037016700,"Census Tract 167, Davidson County, Tennessee",1343,102
1400000US47037016800,47037016800,"Census Tract 168, Davidson County, Tennessee",1049,115
1400000US47037016900,47037016900,"Census Tract 169, Davidson County, Tennessee",1053,177
1400000US47037017000,47037017000,"Census Tract 170, Davidson County, Tennessee",1020,179
1400000US47037017100,47037017100,"Census Tract 171, Davidson County, Tennessee",1009,104
1400000US47037017200,47037017200,"Census Tract 172, Davidson County, Tennessee",686,85
1400000US47037017300,47037017300,"Census Tract 173, Davidson County, Tennessee",592,60
1400000US47037017401,47037017401,"Census Tract 174.01, Davidson County, Tennessee",631,14
1400000US47037017402,47037017402,"Census Tract 174.02, Davidson County, Tennessee",727,77
1400000US47037017500,47037017500,"Census Tract 175, Davidson County, Tennessee",627,80
1400000US47037017701,47037017701,"Census Tract 177.01, Davidson County, Tennessee",1404,248
1400000US47037017702,47037017702,"Census Tract 177.02, Davidson County, Tennessee",879,82
1400000US47037017800,47037017800,"Census Tract 178, Davidson County, Tennessee",976,76
1400000US47037017901,47037017901,"Census Tract 179.01, Davidson County, Tennessee",1040,110
1400000US47037017902,47037017902,"Census Tract 179.02, Davidson County, Tennessee",1394,300
1400000US47037018000,47037018000,"Census Tract 180, Davidson County, Tennessee",1320,181
1400000US47037018101,47037018101,"Census Tract 181.01, Davidson County, Tennessee",717,27
1400000US47037018102,47037018102,"Census Tract 181.02, Davidson County, Tennessee",612,129
1400000US47037018201,47037018201,"Census Tract 182.01, Davidson County, Tennessee",1160,260
1400000US47037018202,47037018202,"Census Tract 182.02, Davidson County, Tennessee",1053,58
1400000US47037018203,47037018203,"Census Tract 182.03, Davidson County, Tennessee",1567,473
1400000US47037018301,47037018301,"Census Tract 183.01, Davidson County, Tennessee",749,176
1400000US47037018302,47037018302,"Census Tract 183.02, Davidson County, Tennessee",634,491
1400000US47037018401,47037018401,"Census Tract 184.01, Davidson County, Tennessee",882,41
1400000US47037018404,47037018404,"Census Tract 184.04, Davidson County, Tennessee",920,72
1400000US47037018405,47037018405,"Census Tract 184.05, Davidson County, Tennessee",864,29
1400000US47037018407,47037018407,"Census Tract 184.07, Davidson County, Tennessee",-,**
1400000US47037018408,47037018408,"Census Tract 184.08, Davidson County, Tennessee",-,**
1400000US47037018409,47037018409,"Census Tract 184.09, Davidson County, Tennessee",1140,73
1400000US47037018410,47037018410,"Census Tract 184.10, Davidson County, Tennessee",877,39
1400000US47037018500,47037018500,"Census Tract 185, Davidson County, Tennessee",1226,222
1400000US47037018601,47037018601,"Census Tract 186.01, Davidson County, Tennessee",-,**
1400000US47037018602,47037018602,"Census Tract 186.02, Davidson County, Tennessee",2125,284
1400000US47037018700,47037018700,"Census Tract 187, Davidson County, Tennessee",1971,481
1400000US47037018801,47037018801,"Census Tract 188.01, Davidson County, Tennessee",1208,124
1400000US47037018803,47037018803,"Census Tract 188.03, Davidson County, Tennessee",1131,39
1400000US47037018804,47037018804,"Census Tract 188.04, Davidson County, Tennessee",1627,198
1400000US47037018901,47037018901,"Census Tract 189.01, Davidson County, Tennessee",547,82
1400000US47037018902,47037018902,"Census Tract 189.02, Davidson County, Tennessee",641,34
1400000US47037018904,47037018904,"Census Tract 189.04, Davidson County, Tennessee",715,156
1400000US47037018905,47037018905,"Census Tract 189.05, Davidson County, Tennessee",695,55
1400000US47037019003,47037019003,"Census Tract 190.03, Davidson County, Tennessee",697,27
1400000US47037019004,47037019004,"Census Tract 190.04, Davidson County, Tennessee",716,31
1400000US47037019005,47037019005,"Census Tract 190.05, Davidson County, Tennessee",608,25
1400000US47037019006,47037019006,"Census Tract 190.06, Davidson County, Tennessee",667,27
1400000US47037019105,47037019105,"Census Tract 191.05, Davidson County, Tennessee",662,36
1400000US47037019106,47037019106,"Census Tract 191.06, Davidson County, Tennessee",930,58
1400000US47037019108,47037019108,"Census Tract 191.08, Davidson County, Tennessee",631,21
1400000US47037019109,47037019109,"Census Tract 191.09, Davidson County, Tennessee",726,120
1400000US47037019110,47037019110,"Census Tract 191.10, Davidson County, Tennessee",774,104
1400000US47037019111,47037019111,"Census Tract 191.11, Davidson County, Tennessee",743,28
1400000US47037019112,47037019112,"Census Tract 191.12, Davidson County, Tennessee",917,153
1400000US47037019114,47037019114,"Census Tract 191.14, Davidson County, Tennessee",1131,99
1400000US47037019115,47037019115,"Census Tract 191.15, Davidson County, Tennessee",1364,720
1400000US47037019116,47037019116,"Census Tract 191.16, Davidson County, Tennessee",806,71
1400000US47037019117,47037019117,"Census Tract 191.17, Davidson County, Tennessee",1137,204
1400000US47037019118,47037019118,"Census Tract 191.18, Davidson County, Tennessee",721,31
1400000US47037019200,47037019200,"Census Tract 192, Davidson County, Tennessee",664,73
1400000US47037019300,47037019300,"Census Tract 193, Davidson County, Tennessee",179,110
1400000US47037019400,47037019400,"Census Tract 194, Davidson County, Tennessee",633,60
1400000US47037019500,47037019500,"Census Tract 195, Davidson County, Tennessee",1207,131
1400000US47037019600,47037019600,"Census Tract 196, Davidson County, Tennessee",740,58
1400000US47037980100,47037980100,"Census Tract 9801, Davidson County, Tennessee",-,**
1400000US47037980200,47037980200,"Census Tract 9802, Davidson County, Tennessee",-,**
